round,accuracy,method,supernodes,fraction,rounds,partition,job_index
0,0.1001,fedavg,10,1.0,50,iid,1
1,0.1957,fedavg,10,1.0,50,iid,1
2,0.1837,fedavg,10,1.0,50,iid,1
3,0.2723,fedavg,10,1.0,50,iid,1
4,0.3124,fedavg,10,1.0,50,iid,1
5,0.3502,fedavg,10,1.0,50,iid,1
6,0.3842,fedavg,10,1.0,50,iid,1
7,0.4192,fedavg,10,1.0,50,iid,1
8,0.4457,fedavg,10,1.0,50,iid,1
9,0.4582,fedavg,10,1.0,50,iid,1
10,0.469,fedavg,10,1.0,50,iid,1
11,0.4867,fedavg,10,1.0,50,iid,1
12,0.4968,fedavg,10,1.0,50,iid,1
13,0.5089,fedavg,10,1.0,50,iid,1
14,0.5224,fedavg,10,1.0,50,iid,1
15,0.5269,fedavg,10,1.0,50,iid,1
16,0.5391,fedavg,10,1.0,50,iid,1
17,0.5482,fedavg,10,1.0,50,iid,1
18,0.5574,fedavg,10,1.0,50,iid,1
19,0.5624,fedavg,10,1.0,50,iid,1
20,0.5683,fedavg,10,1.0,50,iid,1
21,0.5812,fedavg,10,1.0,50,iid,1
22,0.5873,fedavg,10,1.0,50,iid,1
23,0.5937,fedavg,10,1.0,50,iid,1
24,0.6028,fedavg,10,1.0,50,iid,1
25,0.6098,fedavg,10,1.0,50,iid,1
26,0.6163,fedavg,10,1.0,50,iid,1
27,0.6235,fedavg,10,1.0,50,iid,1
28,0.6273,fedavg,10,1.0,50,iid,1
29,0.6312,fedavg,10,1.0,50,iid,1
30,0.637,fedavg,10,1.0,50,iid,1
31,0.6394,fedavg,10,1.0,50,iid,1
32,0.6424,fedavg,10,1.0,50,iid,1
33,0.6472,fedavg,10,1.0,50,iid,1
34,0.6538,fedavg,10,1.0,50,iid,1
35,0.6576,fedavg,10,1.0,50,iid,1
36,0.661,fedavg,10,1.0,50,iid,1
37,0.6614,fedavg,10,1.0,50,iid,1
38,0.6661,fedavg,10,1.0,50,iid,1
39,0.6641,fedavg,10,1.0,50,iid,1
40,0.6711,fedavg,10,1.0,50,iid,1
41,0.676,fedavg,10,1.0,50,iid,1
42,0.6778,fedavg,10,1.0,50,iid,1
43,0.677,fedavg,10,1.0,50,iid,1
44,0.683,fedavg,10,1.0,50,iid,1
45,0.6797,fedavg,10,1.0,50,iid,1
46,0.6875,fedavg,10,1.0,50,iid,1
47,0.6876,fedavg,10,1.0,50,iid,1
48,0.6885,fedavg,10,1.0,50,iid,1
49,0.6897,fedavg,10,1.0,50,iid,1
50,0.691,fedavg,10,1.0,50,iid,1
0,0.1012,fedavg,10,1.0,50,dirichlet,2
1,0.1483,fedavg,10,1.0,50,dirichlet,2
2,0.217,fedavg,10,1.0,50,dirichlet,2
3,0.2872,fedavg,10,1.0,50,dirichlet,2
4,0.3447,fedavg,10,1.0,50,dirichlet,2
5,0.3875,fedavg,10,1.0,50,dirichlet,2
6,0.4053,fedavg,10,1.0,50,dirichlet,2
7,0.4317,fedavg,10,1.0,50,dirichlet,2
8,0.4361,fedavg,10,1.0,50,dirichlet,2
9,0.4646,fedavg,10,1.0,50,dirichlet,2
10,0.4748,fedavg,10,1.0,50,dirichlet,2
11,0.4848,fedavg,10,1.0,50,dirichlet,2
12,0.4924,fedavg,10,1.0,50,dirichlet,2
13,0.5104,fedavg,10,1.0,50,dirichlet,2
14,0.5054,fedavg,10,1.0,50,dirichlet,2
15,0.5123,fedavg,10,1.0,50,dirichlet,2
16,0.5298,fedavg,10,1.0,50,dirichlet,2
17,0.5388,fedavg,10,1.0,50,dirichlet,2
18,0.5524,fedavg,10,1.0,50,dirichlet,2
19,0.5604,fedavg,10,1.0,50,dirichlet,2
20,0.568,fedavg,10,1.0,50,dirichlet,2
21,0.5608,fedavg,10,1.0,50,dirichlet,2
22,0.5677,fedavg,10,1.0,50,dirichlet,2
23,0.5893,fedavg,10,1.0,50,dirichlet,2
24,0.5915,fedavg,10,1.0,50,dirichlet,2
25,0.6019,fedavg,10,1.0,50,dirichlet,2
26,0.595,fedavg,10,1.0,50,dirichlet,2
27,0.6158,fedavg,10,1.0,50,dirichlet,2
28,0.614,fedavg,10,1.0,50,dirichlet,2
29,0.6219,fedavg,10,1.0,50,dirichlet,2
30,0.6259,fedavg,10,1.0,50,dirichlet,2
31,0.6212,fedavg,10,1.0,50,dirichlet,2
32,0.6253,fedavg,10,1.0,50,dirichlet,2
33,0.6374,fedavg,10,1.0,50,dirichlet,2
34,0.6505,fedavg,10,1.0,50,dirichlet,2
35,0.64,fedavg,10,1.0,50,dirichlet,2
36,0.643,fedavg,10,1.0,50,dirichlet,2
37,0.6476,fedavg,10,1.0,50,dirichlet,2
38,0.6649,fedavg,10,1.0,50,dirichlet,2
39,0.6653,fedavg,10,1.0,50,dirichlet,2
40,0.6531,fedavg,10,1.0,50,dirichlet,2
41,0.6489,fedavg,10,1.0,50,dirichlet,2
42,0.6633,fedavg,10,1.0,50,dirichlet,2
43,0.68,fedavg,10,1.0,50,dirichlet,2
44,0.6854,fedavg,10,1.0,50,dirichlet,2
45,0.6717,fedavg,10,1.0,50,dirichlet,2
46,0.6675,fedavg,10,1.0,50,dirichlet,2
47,0.6778,fedavg,10,1.0,50,dirichlet,2
48,0.6834,fedavg,10,1.0,50,dirichlet,2
49,0.6783,fedavg,10,1.0,50,dirichlet,2
50,0.6849,fedavg,10,1.0,50,dirichlet,2
0,0.1081,fedavg,10,1.0,50,shard,3
1,0.1227,fedavg,10,1.0,50,shard,3
2,0.2067,fedavg,10,1.0,50,shard,3
3,0.2449,fedavg,10,1.0,50,shard,3
4,0.2752,fedavg,10,1.0,50,shard,3
5,0.2945,fedavg,10,1.0,50,shard,3
6,0.3089,fedavg,10,1.0,50,shard,3
7,0.3275,fedavg,10,1.0,50,shard,3
8,0.3383,fedavg,10,1.0,50,shard,3
9,0.3537,fedavg,10,1.0,50,shard,3
10,0.3659,fedavg,10,1.0,50,shard,3
11,0.3772,fedavg,10,1.0,50,shard,3
12,0.3833,fedavg,10,1.0,50,shard,3
13,0.3968,fedavg,10,1.0,50,shard,3
14,0.4018,fedavg,10,1.0,50,shard,3
15,0.4067,fedavg,10,1.0,50,shard,3
16,0.417,fedavg,10,1.0,50,shard,3
17,0.4219,fedavg,10,1.0,50,shard,3
18,0.4294,fedavg,10,1.0,50,shard,3
19,0.4314,fedavg,10,1.0,50,shard,3
20,0.4358,fedavg,10,1.0,50,shard,3
21,0.4435,fedavg,10,1.0,50,shard,3
22,0.4485,fedavg,10,1.0,50,shard,3
23,0.4516,fedavg,10,1.0,50,shard,3
24,0.4566,fedavg,10,1.0,50,shard,3
25,0.4596,fedavg,10,1.0,50,shard,3
26,0.4672,fedavg,10,1.0,50,shard,3
27,0.4725,fedavg,10,1.0,50,shard,3
28,0.4751,fedavg,10,1.0,50,shard,3
29,0.4814,fedavg,10,1.0,50,shard,3
30,0.4831,fedavg,10,1.0,50,shard,3
31,0.4816,fedavg,10,1.0,50,shard,3
32,0.4861,fedavg,10,1.0,50,shard,3
33,0.4862,fedavg,10,1.0,50,shard,3
34,0.4888,fedavg,10,1.0,50,shard,3
35,0.4944,fedavg,10,1.0,50,shard,3
36,0.4931,fedavg,10,1.0,50,shard,3
37,0.4991,fedavg,10,1.0,50,shard,3
38,0.5022,fedavg,10,1.0,50,shard,3
39,0.5014,fedavg,10,1.0,50,shard,3
40,0.5058,fedavg,10,1.0,50,shard,3
41,0.5093,fedavg,10,1.0,50,shard,3
42,0.5128,fedavg,10,1.0,50,shard,3
43,0.5132,fedavg,10,1.0,50,shard,3
44,0.5172,fedavg,10,1.0,50,shard,3
45,0.5193,fedavg,10,1.0,50,shard,3
46,0.5196,fedavg,10,1.0,50,shard,3
47,0.5226,fedavg,10,1.0,50,shard,3
48,0.5215,fedavg,10,1.0,50,shard,3
49,0.5232,fedavg,10,1.0,50,shard,3
50,0.5264,fedavg,10,1.0,50,shard,3
0,0.1026,fedavg,100,0.2,100,iid,4
1,0.102,fedavg,100,0.2,100,iid,4
2,0.1043,fedavg,100,0.2,100,iid,4
3,0.1111,fedavg,100,0.2,100,iid,4
4,0.1386,fedavg,100,0.2,100,iid,4
5,0.1711,fedavg,100,0.2,100,iid,4
6,0.1935,fedavg,100,0.2,100,iid,4
7,0.2157,fedavg,100,0.2,100,iid,4
8,0.2063,fedavg,100,0.2,100,iid,4
9,0.2002,fedavg,100,0.2,100,iid,4
10,0.1882,fedavg,100,0.2,100,iid,4
11,0.1974,fedavg,100,0.2,100,iid,4
12,0.2044,fedavg,100,0.2,100,iid,4
13,0.2184,fedavg,100,0.2,100,iid,4
14,0.223,fedavg,100,0.2,100,iid,4
15,0.2268,fedavg,100,0.2,100,iid,4
16,0.2319,fedavg,100,0.2,100,iid,4
17,0.2463,fedavg,100,0.2,100,iid,4
18,0.2498,fedavg,100,0.2,100,iid,4
19,0.2522,fedavg,100,0.2,100,iid,4
20,0.2615,fedavg,100,0.2,100,iid,4
21,0.2606,fedavg,100,0.2,100,iid,4
22,0.2649,fedavg,100,0.2,100,iid,4
23,0.2725,fedavg,100,0.2,100,iid,4
24,0.2756,fedavg,100,0.2,100,iid,4
25,0.2846,fedavg,100,0.2,100,iid,4
26,0.2865,fedavg,100,0.2,100,iid,4
27,0.2877,fedavg,100,0.2,100,iid,4
28,0.2983,fedavg,100,0.2,100,iid,4
29,0.2984,fedavg,100,0.2,100,iid,4
30,0.3077,fedavg,100,0.2,100,iid,4
31,0.3139,fedavg,100,0.2,100,iid,4
32,0.3179,fedavg,100,0.2,100,iid,4
33,0.3309,fedavg,100,0.2,100,iid,4
34,0.3332,fedavg,100,0.2,100,iid,4
35,0.331,fedavg,100,0.2,100,iid,4
36,0.3428,fedavg,100,0.2,100,iid,4
37,0.3481,fedavg,100,0.2,100,iid,4
38,0.3517,fedavg,100,0.2,100,iid,4
39,0.3557,fedavg,100,0.2,100,iid,4
40,0.3575,fedavg,100,0.2,100,iid,4
41,0.3639,fedavg,100,0.2,100,iid,4
42,0.3659,fedavg,100,0.2,100,iid,4
43,0.3737,fedavg,100,0.2,100,iid,4
44,0.3778,fedavg,100,0.2,100,iid,4
45,0.3784,fedavg,100,0.2,100,iid,4
46,0.3828,fedavg,100,0.2,100,iid,4
47,0.3855,fedavg,100,0.2,100,iid,4
48,0.3923,fedavg,100,0.2,100,iid,4
49,0.3957,fedavg,100,0.2,100,iid,4
50,0.4026,fedavg,100,0.2,100,iid,4
51,0.4039,fedavg,100,0.2,100,iid,4
52,0.4038,fedavg,100,0.2,100,iid,4
53,0.4078,fedavg,100,0.2,100,iid,4
54,0.4118,fedavg,100,0.2,100,iid,4
55,0.4088,fedavg,100,0.2,100,iid,4
56,0.4153,fedavg,100,0.2,100,iid,4
57,0.4226,fedavg,100,0.2,100,iid,4
58,0.4235,fedavg,100,0.2,100,iid,4
59,0.4277,fedavg,100,0.2,100,iid,4
60,0.4313,fedavg,100,0.2,100,iid,4
61,0.4299,fedavg,100,0.2,100,iid,4
62,0.4374,fedavg,100,0.2,100,iid,4
63,0.4414,fedavg,100,0.2,100,iid,4
64,0.4446,fedavg,100,0.2,100,iid,4
65,0.4479,fedavg,100,0.2,100,iid,4
66,0.4408,fedavg,100,0.2,100,iid,4
67,0.4515,fedavg,100,0.2,100,iid,4
68,0.4502,fedavg,100,0.2,100,iid,4
69,0.453,fedavg,100,0.2,100,iid,4
70,0.4582,fedavg,100,0.2,100,iid,4
71,0.46,fedavg,100,0.2,100,iid,4
72,0.4605,fedavg,100,0.2,100,iid,4
73,0.4632,fedavg,100,0.2,100,iid,4
74,0.4661,fedavg,100,0.2,100,iid,4
75,0.467,fedavg,100,0.2,100,iid,4
76,0.4685,fedavg,100,0.2,100,iid,4
77,0.47,fedavg,100,0.2,100,iid,4
78,0.4725,fedavg,100,0.2,100,iid,4
79,0.4686,fedavg,100,0.2,100,iid,4
80,0.4707,fedavg,100,0.2,100,iid,4
81,0.4792,fedavg,100,0.2,100,iid,4
82,0.4779,fedavg,100,0.2,100,iid,4
83,0.4738,fedavg,100,0.2,100,iid,4
84,0.4782,fedavg,100,0.2,100,iid,4
85,0.4841,fedavg,100,0.2,100,iid,4
86,0.4836,fedavg,100,0.2,100,iid,4
87,0.483,fedavg,100,0.2,100,iid,4
88,0.4856,fedavg,100,0.2,100,iid,4
89,0.4877,fedavg,100,0.2,100,iid,4
90,0.4927,fedavg,100,0.2,100,iid,4
91,0.4901,fedavg,100,0.2,100,iid,4
92,0.4942,fedavg,100,0.2,100,iid,4
93,0.4947,fedavg,100,0.2,100,iid,4
94,0.4974,fedavg,100,0.2,100,iid,4
95,0.5005,fedavg,100,0.2,100,iid,4
96,0.4973,fedavg,100,0.2,100,iid,4
97,0.4987,fedavg,100,0.2,100,iid,4
98,0.5021,fedavg,100,0.2,100,iid,4
99,0.5038,fedavg,100,0.2,100,iid,4
100,0.5079,fedavg,100,0.2,100,iid,4
0,0.1,fedavg,100,0.2,100,dirichlet,5
1,0.0975,fedavg,100,0.2,100,dirichlet,5
2,0.1002,fedavg,100,0.2,100,dirichlet,5
3,0.1127,fedavg,100,0.2,100,dirichlet,5
4,0.1169,fedavg,100,0.2,100,dirichlet,5
5,0.1,fedavg,100,0.2,100,dirichlet,5
6,0.1002,fedavg,100,0.2,100,dirichlet,5
7,0.136,fedavg,100,0.2,100,dirichlet,5
8,0.1845,fedavg,100,0.2,100,dirichlet,5
9,0.1645,fedavg,100,0.2,100,dirichlet,5
10,0.2094,fedavg,100,0.2,100,dirichlet,5
11,0.228,fedavg,100,0.2,100,dirichlet,5
12,0.2477,fedavg,100,0.2,100,dirichlet,5
13,0.2463,fedavg,100,0.2,100,dirichlet,5
14,0.2389,fedavg,100,0.2,100,dirichlet,5
15,0.281,fedavg,100,0.2,100,dirichlet,5
16,0.2235,fedavg,100,0.2,100,dirichlet,5
17,0.3015,fedavg,100,0.2,100,dirichlet,5
18,0.2368,fedavg,100,0.2,100,dirichlet,5
19,0.286,fedavg,100,0.2,100,dirichlet,5
20,0.3316,fedavg,100,0.2,100,dirichlet,5
21,0.2913,fedavg,100,0.2,100,dirichlet,5
22,0.3289,fedavg,100,0.2,100,dirichlet,5
23,0.3205,fedavg,100,0.2,100,dirichlet,5
24,0.3265,fedavg,100,0.2,100,dirichlet,5
25,0.3422,fedavg,100,0.2,100,dirichlet,5
26,0.3161,fedavg,100,0.2,100,dirichlet,5
27,0.3428,fedavg,100,0.2,100,dirichlet,5
28,0.3278,fedavg,100,0.2,100,dirichlet,5
29,0.328,fedavg,100,0.2,100,dirichlet,5
30,0.3168,fedavg,100,0.2,100,dirichlet,5
31,0.3412,fedavg,100,0.2,100,dirichlet,5
32,0.3313,fedavg,100,0.2,100,dirichlet,5
33,0.3555,fedavg,100,0.2,100,dirichlet,5
34,0.3711,fedavg,100,0.2,100,dirichlet,5
35,0.3701,fedavg,100,0.2,100,dirichlet,5
36,0.3751,fedavg,100,0.2,100,dirichlet,5
37,0.3819,fedavg,100,0.2,100,dirichlet,5
38,0.378,fedavg,100,0.2,100,dirichlet,5
39,0.3769,fedavg,100,0.2,100,dirichlet,5
40,0.3698,fedavg,100,0.2,100,dirichlet,5
41,0.3784,fedavg,100,0.2,100,dirichlet,5
42,0.3928,fedavg,100,0.2,100,dirichlet,5
43,0.3756,fedavg,100,0.2,100,dirichlet,5
44,0.371,fedavg,100,0.2,100,dirichlet,5
45,0.3818,fedavg,100,0.2,100,dirichlet,5
46,0.4009,fedavg,100,0.2,100,dirichlet,5
47,0.3672,fedavg,100,0.2,100,dirichlet,5
48,0.389,fedavg,100,0.2,100,dirichlet,5
49,0.4071,fedavg,100,0.2,100,dirichlet,5
50,0.3951,fedavg,100,0.2,100,dirichlet,5
51,0.3996,fedavg,100,0.2,100,dirichlet,5
52,0.3883,fedavg,100,0.2,100,dirichlet,5
53,0.412,fedavg,100,0.2,100,dirichlet,5
54,0.4192,fedavg,100,0.2,100,dirichlet,5
55,0.4131,fedavg,100,0.2,100,dirichlet,5
56,0.4294,fedavg,100,0.2,100,dirichlet,5
57,0.373,fedavg,100,0.2,100,dirichlet,5
58,0.4076,fedavg,100,0.2,100,dirichlet,5
59,0.4166,fedavg,100,0.2,100,dirichlet,5
60,0.4141,fedavg,100,0.2,100,dirichlet,5
61,0.417,fedavg,100,0.2,100,dirichlet,5
62,0.4262,fedavg,100,0.2,100,dirichlet,5
63,0.4402,fedavg,100,0.2,100,dirichlet,5
64,0.4089,fedavg,100,0.2,100,dirichlet,5
65,0.4392,fedavg,100,0.2,100,dirichlet,5
66,0.4378,fedavg,100,0.2,100,dirichlet,5
67,0.4485,fedavg,100,0.2,100,dirichlet,5
68,0.4514,fedavg,100,0.2,100,dirichlet,5
69,0.4485,fedavg,100,0.2,100,dirichlet,5
70,0.4487,fedavg,100,0.2,100,dirichlet,5
71,0.4533,fedavg,100,0.2,100,dirichlet,5
72,0.4608,fedavg,100,0.2,100,dirichlet,5
73,0.4583,fedavg,100,0.2,100,dirichlet,5
74,0.4449,fedavg,100,0.2,100,dirichlet,5
75,0.4573,fedavg,100,0.2,100,dirichlet,5
76,0.4641,fedavg,100,0.2,100,dirichlet,5
77,0.4667,fedavg,100,0.2,100,dirichlet,5
78,0.4654,fedavg,100,0.2,100,dirichlet,5
79,0.4577,fedavg,100,0.2,100,dirichlet,5
80,0.4652,fedavg,100,0.2,100,dirichlet,5
81,0.4648,fedavg,100,0.2,100,dirichlet,5
82,0.4746,fedavg,100,0.2,100,dirichlet,5
83,0.4757,fedavg,100,0.2,100,dirichlet,5
84,0.476,fedavg,100,0.2,100,dirichlet,5
85,0.4752,fedavg,100,0.2,100,dirichlet,5
86,0.4504,fedavg,100,0.2,100,dirichlet,5
87,0.4781,fedavg,100,0.2,100,dirichlet,5
88,0.4666,fedavg,100,0.2,100,dirichlet,5
89,0.4574,fedavg,100,0.2,100,dirichlet,5
90,0.4785,fedavg,100,0.2,100,dirichlet,5
91,0.4862,fedavg,100,0.2,100,dirichlet,5
92,0.4809,fedavg,100,0.2,100,dirichlet,5
93,0.4726,fedavg,100,0.2,100,dirichlet,5
94,0.4816,fedavg,100,0.2,100,dirichlet,5
95,0.4844,fedavg,100,0.2,100,dirichlet,5
96,0.4938,fedavg,100,0.2,100,dirichlet,5
97,0.4753,fedavg,100,0.2,100,dirichlet,5
98,0.4621,fedavg,100,0.2,100,dirichlet,5
99,0.4789,fedavg,100,0.2,100,dirichlet,5
100,0.4844,fedavg,100,0.2,100,dirichlet,5
0,0.0936,fedavg,100,0.2,100,shard,6
1,0.1,fedavg,100,0.2,100,shard,6
2,0.1,fedavg,100,0.2,100,shard,6
3,0.1347,fedavg,100,0.2,100,shard,6
4,0.1021,fedavg,100,0.2,100,shard,6
5,0.1295,fedavg,100,0.2,100,shard,6
6,0.1273,fedavg,100,0.2,100,shard,6
7,0.1315,fedavg,100,0.2,100,shard,6
8,0.1,fedavg,100,0.2,100,shard,6
9,0.1833,fedavg,100,0.2,100,shard,6
10,0.1427,fedavg,100,0.2,100,shard,6
11,0.1457,fedavg,100,0.2,100,shard,6
12,0.1456,fedavg,100,0.2,100,shard,6
13,0.1548,fedavg,100,0.2,100,shard,6
14,0.1711,fedavg,100,0.2,100,shard,6
15,0.2202,fedavg,100,0.2,100,shard,6
16,0.183,fedavg,100,0.2,100,shard,6
17,0.2225,fedavg,100,0.2,100,shard,6
18,0.1835,fedavg,100,0.2,100,shard,6
19,0.1982,fedavg,100,0.2,100,shard,6
20,0.1539,fedavg,100,0.2,100,shard,6
21,0.2242,fedavg,100,0.2,100,shard,6
22,0.2365,fedavg,100,0.2,100,shard,6
23,0.2565,fedavg,100,0.2,100,shard,6
24,0.2114,fedavg,100,0.2,100,shard,6
25,0.2161,fedavg,100,0.2,100,shard,6
26,0.2325,fedavg,100,0.2,100,shard,6
27,0.2367,fedavg,100,0.2,100,shard,6
28,0.2033,fedavg,100,0.2,100,shard,6
29,0.1905,fedavg,100,0.2,100,shard,6
30,0.1973,fedavg,100,0.2,100,shard,6
31,0.2682,fedavg,100,0.2,100,shard,6
32,0.2784,fedavg,100,0.2,100,shard,6
33,0.252,fedavg,100,0.2,100,shard,6
34,0.232,fedavg,100,0.2,100,shard,6
35,0.2588,fedavg,100,0.2,100,shard,6
36,0.2839,fedavg,100,0.2,100,shard,6
37,0.2669,fedavg,100,0.2,100,shard,6
38,0.2388,fedavg,100,0.2,100,shard,6
39,0.2554,fedavg,100,0.2,100,shard,6
40,0.2459,fedavg,100,0.2,100,shard,6
41,0.2801,fedavg,100,0.2,100,shard,6
42,0.2627,fedavg,100,0.2,100,shard,6
43,0.1768,fedavg,100,0.2,100,shard,6
44,0.2429,fedavg,100,0.2,100,shard,6
45,0.3073,fedavg,100,0.2,100,shard,6
46,0.2351,fedavg,100,0.2,100,shard,6
47,0.2685,fedavg,100,0.2,100,shard,6
48,0.3026,fedavg,100,0.2,100,shard,6
49,0.2982,fedavg,100,0.2,100,shard,6
50,0.2751,fedavg,100,0.2,100,shard,6
51,0.2703,fedavg,100,0.2,100,shard,6
52,0.2274,fedavg,100,0.2,100,shard,6
53,0.2797,fedavg,100,0.2,100,shard,6
54,0.3312,fedavg,100,0.2,100,shard,6
55,0.3031,fedavg,100,0.2,100,shard,6
56,0.3211,fedavg,100,0.2,100,shard,6
57,0.3435,fedavg,100,0.2,100,shard,6
58,0.3413,fedavg,100,0.2,100,shard,6
59,0.2568,fedavg,100,0.2,100,shard,6
60,0.2408,fedavg,100,0.2,100,shard,6
61,0.2734,fedavg,100,0.2,100,shard,6
62,0.3308,fedavg,100,0.2,100,shard,6
63,0.3453,fedavg,100,0.2,100,shard,6
64,0.3303,fedavg,100,0.2,100,shard,6
65,0.2729,fedavg,100,0.2,100,shard,6
66,0.2874,fedavg,100,0.2,100,shard,6
67,0.3001,fedavg,100,0.2,100,shard,6
68,0.3442,fedavg,100,0.2,100,shard,6
69,0.3054,fedavg,100,0.2,100,shard,6
70,0.2877,fedavg,100,0.2,100,shard,6
71,0.3185,fedavg,100,0.2,100,shard,6
72,0.3054,fedavg,100,0.2,100,shard,6
73,0.3455,fedavg,100,0.2,100,shard,6
74,0.3351,fedavg,100,0.2,100,shard,6
75,0.3542,fedavg,100,0.2,100,shard,6
76,0.2851,fedavg,100,0.2,100,shard,6
77,0.2991,fedavg,100,0.2,100,shard,6
78,0.3467,fedavg,100,0.2,100,shard,6
79,0.3573,fedavg,100,0.2,100,shard,6
80,0.3067,fedavg,100,0.2,100,shard,6
81,0.3351,fedavg,100,0.2,100,shard,6
82,0.3329,fedavg,100,0.2,100,shard,6
83,0.3549,fedavg,100,0.2,100,shard,6
84,0.3884,fedavg,100,0.2,100,shard,6
85,0.3431,fedavg,100,0.2,100,shard,6
86,0.3416,fedavg,100,0.2,100,shard,6
87,0.3663,fedavg,100,0.2,100,shard,6
88,0.3356,fedavg,100,0.2,100,shard,6
89,0.3736,fedavg,100,0.2,100,shard,6
90,0.357,fedavg,100,0.2,100,shard,6
91,0.3604,fedavg,100,0.2,100,shard,6
92,0.3945,fedavg,100,0.2,100,shard,6
93,0.3197,fedavg,100,0.2,100,shard,6
94,0.3665,fedavg,100,0.2,100,shard,6
95,0.3764,fedavg,100,0.2,100,shard,6
96,0.3732,fedavg,100,0.2,100,shard,6
97,0.3578,fedavg,100,0.2,100,shard,6
98,0.3858,fedavg,100,0.2,100,shard,6
99,0.3719,fedavg,100,0.2,100,shard,6
100,0.3768,fedavg,100,0.2,100,shard,6
0,0.0994,scaffold,10,1.0,50,iid,7
1,0.2064,scaffold,10,1.0,50,iid,7
2,0.2628,scaffold,10,1.0,50,iid,7
3,0.3181,scaffold,10,1.0,50,iid,7
4,0.3627,scaffold,10,1.0,50,iid,7
5,0.3981,scaffold,10,1.0,50,iid,7
6,0.4215,scaffold,10,1.0,50,iid,7
7,0.4458,scaffold,10,1.0,50,iid,7
8,0.4674,scaffold,10,1.0,50,iid,7
9,0.4822,scaffold,10,1.0,50,iid,7
10,0.4975,scaffold,10,1.0,50,iid,7
11,0.5088,scaffold,10,1.0,50,iid,7
12,0.5174,scaffold,10,1.0,50,iid,7
13,0.5255,scaffold,10,1.0,50,iid,7
14,0.535,scaffold,10,1.0,50,iid,7
15,0.5448,scaffold,10,1.0,50,iid,7
